CPT_049,393967.4509,6211009.6765
CPT_048,396767.9662,6222872.2064
CPT_047,406052.342,6224884.7588
CPT_046,398070.0495,6233386.7001
CPT_045,396701.5295,6236159.7225
CPT_044,394681.968,6233675.4981
CPT_043,426139.4661,6192402.9186
CPT_042,388623.2835,6226222.8246
CPT_041,390936.6281,6222631.3852
CPT_040,377141.4573,6208385.5696
CPT_039,387519.0298,6191193.8277
CPT_038,409004.1907,6187665.3205
CPT_037,414068.5932,6202065.0368
CPT_036,407307.9291,6210831.7876
CPT_035,408186.317,6223300.8868
CPT_034,412746.5694,6229405.5241
CPT_033,404407.0183,6226574.5547
